starttime	seconds	ctime	dtime	ttime	wait
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	1	48	49	48
Thu Feb 11 18:30:03 2021	1613039403	1	48	49	48
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	1	48	49	48
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	1	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:02 2021	1613039402	17	32	49	32
Thu Feb 11 18:30:04 2021	1613039404	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	1	48	49	48
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	1	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	1	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	1	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	49	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	1	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	1	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	1	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	1	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:04 2021	1613039404	1	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:04 2021	1613039404	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:02 2021	1613039402	18	32	50	32
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	3	47	50	47
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:02 2021	1613039402	17	33	50	33
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:04 2021	1613039404	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:04 2021	1613039404	1	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:02 2021	1613039402	17	33	50	33
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:05 2021	1613039405	7	43	50	43
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:04 2021	1613039404	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:04 2021	1613039404	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	2	49	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:02 2021	1613039402	17	33	50	33
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:04 2021	1613039404	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:02 2021	1613039402	17	33	50	33
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	48
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	1	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:04 2021	1613039404	1	50	50	49
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	50	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:04 2021	1613039404	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	2	48	51	48
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	50	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	50	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	50	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	51
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	50
Thu Feb 11 18:30:03 2021	1613039403	0	51	51	50
Thu Feb 11 18:30:04 2021	1613039404	0	51	51	51
Thu Feb 11 18:30:04 2021	1613039404	0	51	51	51
